Nama orang,Pangkat,talent_cluster,indeks_kesehatan,nilai_Kompetensi,nilai_Behavior,absen_tertekan,absen_nyaman,absen_semangat,engagement_ucapan,engagement_tinggal,engagement_berjuang,performansi_individu
6088,III,VERY HIGH POTENTIAL,B3,1.08,4.49,1,0,232,6.67,5.67,6,99.73
6089,III,POTENTIAL,B3,1.12,4.04,0,0,0,4.67,3.67,3.33,100.64
6090,III,POTENTIAL,B2,1.14,4.08,0,3,15,6.67,5,6,104.52
6091,III,POTENTIAL,B1,1.32,4.43,0,1,229,6.67,6.67,6.67,99.51
6092,III,POTENTIAL,B2,1.22,4.01,6,42,86,5.67,7,7,98.23
6093,III,HIGH POTENTIAL,B3,1.12,4.29,23,4,152,6.67,6.67,7,103
6094,III,VERY HIGH POTENTIAL,B1,1.31,4.5,0,114,1,6,3.67,5,102.21
6095,IV,POTENTIAL,B2,0.92,3.28,0,0,215,5.67,4.33,6,98.14
6096,III,POTENTIAL,0,1.27,4.08,#N/A,#N/A,#N/A,5.33,6,6.67,#N/A
6097,II,POTENTIAL,B2,0.55,3.38,0,0,49,6,6,6,103.13
6098,III,POTENTIAL,B1,0.88,3.47,0,0,198,6.67,6,5.67,103.41
6099,IV,POTENTIAL,B1,1.33,4.35,0,13,169,6,5.67,6,96.51
6100,III,HIGH POTENTIAL,B3,1.29,4.27,0,45,72,7,7,7,103.1
6101,II,POTENTIAL,B2,1.25,4.47,0,0,2,5.33,5,6.33,95.67
6102,III,HIGH POTENTIAL,B2,1.33,4.31,2,0,108,6.67,6,6,101.47
6103,III,HIGH POTENTIAL,B3,1.29,4.08,0,1,0,5,5,5,#N/A
6104,III,POTENTIAL,B2,0.91,4.08,0,14,0,5.67,4.67,5,100.03
6105,III,POTENTIAL,B1,1.39,4.39,0,2,186,6.33,6.33,6.33,97.07
6106,II,POTENTIAL,B3,1.41,3.74,0,3,221,6.67,7,7,101.77
6107,III,HIGH POTENTIAL,B3,1.03,4.11,0,0,210,7,7,7,98.1
6108,II,HIGH POTENTIAL,B2,0.73,3.7,0,0,17,6.67,7,7,106.61
6109,III,POTENTIAL,B3,0.98,4.08,0,0,191,5.33,4,5,106.19
6110,III,POTENTIAL,B1,0.7,3.38,1,2,224,6.33,6.33,7,96.5
6111,IV,POTENTIAL,B1,0.24,3.49,0,4,100,7,7,7,100.96
6112,IV,POTENTIAL,B1,1.11,4.16,0,26,0,5,4.33,6,100.65
6113,III,POTENTIAL,A,1.29,4.35,0,1,2,5,4.67,5,97.2
6114,III,POTENTIAL,B3,1.49,4.3,#N/A,#N/A,#N/A,7,6.67,7,101.36
6115,III,POTENTIAL,B1,0.97,3.43,1,9,67,5.67,5,5,96.18
6116,III,HIGH POTENTIAL,C,1.45,4.44,1,0,140,5.67,5.67,6,99.27
6117,III,POTENTIAL,B1,1,4.43,0,0,2,7,7,7,100.84
6118,III,POTENTIAL,B1,1.07,3.92,0,14,98,6,5,6,99.53
6119,III,POTENTIAL,B2,0.87,4.01,0,192,0,7,6,6.67,103.16
6120,III,HIGH POTENTIAL,B1,1.37,4.53,1,0,25,6,5,6.33,103.18
6121,III,POTENTIAL,B1,1,3.96,0,0,28,7,7,7,97.35
6122,III,POTENTIAL,B3,1.29,4.59,0,0,234,6,6,6,103.1
6123,III,HIGH POTENTIAL,B2,0.91,3.81,0,8,26,5,5,5,96.3
6124,III,HIGH POTENTIAL,B3,0.79,3.99,0,0,230,7,7,7,98.61
6125,III,HIGH POTENTIAL,B3,1.25,4.58,0,1,13,7,5,7,103.43
6126,III,HIGH POTENTIAL,C,1.17,4.08,0,0,18,7,7,7,103.13
6127,I,POTENTIAL,0,1.44,4.24,#N/A,#N/A,#N/A,6,6.33,6,#N/A
6128,III,POTENTIAL,0,0.54,3.58,#N/A,#N/A,#N/A,7,7,7,#N/A
6129,III,POTENTIAL,B3,1.14,3.93,1,219,0,5,4.67,5,106.46
6130,III,HIGH POTENTIAL,B1,1.44,4.57,0,195,0,6,4,5.67,96.01
6131,II,VERY HIGH POTENTIAL,0,1.39,4.65,1,1,2,5,5.33,7,#N/A
6132,II,HIGH POTENTIAL,B2,1.06,4.29,0,0,4,6.33,5.67,6,96.03
6133,V,POTENTIAL,0,0.72,3.45,#N/A,#N/A,#N/A,5,5.67,5,#N/A
6134,II,POTENTIAL,0,1.58,3.84,#N/A,#N/A,#N/A,6,4.33,7,#N/A
6135,V,POTENTIAL,0,0.32,3.14,#N/A,#N/A,#N/A,6.33,4.67,7,#N/A
6136,II,POTENTIAL,0,0.59,3.77,#N/A,#N/A,#N/A,7,7,7,#N/A
6137,VI,POTENTIAL,0,-0.16,2.53,#N/A,#N/A,#N/A,7,4.33,6.33,#N/A
6138,IV,POTENTIAL,0,-0.13,2.39,#N/A,#N/A,#N/A,6,5.67,6,#N/A
6139,III,POTENTIAL,0,1.09,3.51,0,0,32,6,6,6.67,#N/A
6140,IV,POTENTIAL,0,1.19,3.81,0,61,0,6.33,7,6,#N/A
6141,III,POTENTIAL,0,0.92,3.42,13,9,62,6,7,6.33,#N/A
6142,IV,POTENTIAL,0,0.58,3.65,0,1,37,5,5.67,5.33,#N/A
6143,V,POTENTIAL,0,0.64,2.98,#N/A,#N/A,#N/A,7,7,7,#N/A
6144,III,POTENTIAL,0,0.66,4.12,#N/A,#N/A,#N/A,6.67,7,7,#N/A
6145,III,POTENTIAL,0,0.75,3.82,#N/A,#N/A,#N/A,5.33,5,5.67,#N/A
6146,III,POTENTIAL,0,0.84,3.77,#N/A,#N/A,#N/A,6,5.67,6,#N/A
6147,III,POTENTIAL,0,1.12,3.58,#N/A,#N/A,#N/A,5.33,5,6,#N/A
6148,III,POTENTIAL,0,0.65,3.19,#N/A,#N/A,#N/A,5,5,5,#N/A
6149,IV,POTENTIAL,0,0.5,3.08,#N/A,#N/A,#N/A,5.67,6.33,6,#N/A
6150,III,POTENTIAL,0,0.42,3.12,#N/A,#N/A,#N/A,6.67,6.33,7,#N/A
6151,II,POTENTIAL,0,0.53,3.41,#N/A,#N/A,#N/A,7,7,7,#N/A
6152,III,POTENTIAL,0,-0.05,2.9,#N/A,#N/A,#N/A,6,5.67,6,#N/A
6153,IV,POTENTIAL,0,0.22,3.18,#N/A,#N/A,#N/A,5,5,5.67,#N/A
6154,V,POTENTIAL,0,0.83,3.45,0,12,129,7,6.33,7,#N/A
6155,III,POTENTIAL,0,1.04,3.53,#N/A,#N/A,#N/A,6.33,6,6.67,#N/A
6156,IV,POTENTIAL,0,1.12,4.31,6,120,55,5,5,5.67,#N/A
6157,VI,POTENTIAL,0,0.17,3.16,0,0,184,5.33,5.33,5.33,#N/A
6158,VI,POTENTIAL,0,1.2,3.38,0,2,216,5,6,5.67,#N/A
6159,IV,POTENTIAL,0,0.25,2.64,0,8,166,6,6.67,6.67,#N/A
6160,IV,POTENTIAL,0,1.32,3.98,0,2,0,6,6.33,6.67,#N/A
6161,III,POTENTIAL,0,0.57,3.16,0,0,67,6,6,6.33,#N/A
6162,III,POTENTIAL,0,1.36,4.15,4,20,108,5.67,5,5.67,#N/A
6163,IV,POTENTIAL,0,0.77,2.51,0,0,175,5.33,5.33,6,#N/A
6164,IV,POTENTIAL,0,0.68,3.11,0,0,194,6.33,7,6.67,#N/A
6165,IV,POTENTIAL,0,1.9,4.27,0,2,196,6,6,6,#N/A
6166,VII,POTENTIAL,0,0.45,3.18,1,0,66,6,5,6,#N/A
6167,VII,POTENTIAL,0,0.86,3.62,0,1,0,5,5,5,#N/A
6168,,POTENTIAL,0,0.43,2.48,#N/A,#N/A,#N/A,5,5,5,#N/A
6169,,POTENTIAL,0,1.2,3.24,#N/A,#N/A,#N/A,6,6,6,#N/A
6170,,POTENTIAL,0,0.61,3.76,#N/A,#N/A,#N/A,6,4.67,6,#N/A
6171,,POTENTIAL,0,0.53,3.23,#N/A,#N/A,#N/A,6.33,6,7,#N/A
6172,,POTENTIAL,0,1.01,3.62,#N/A,#N/A,#N/A,6,6,6,#N/A
6173,III,POTENTIAL,0,0.65,3.57,#N/A,#N/A,#N/A,5,4,5.67,#N/A
6174,III,POTENTIAL,0,0.81,3.47,#N/A,#N/A,#N/A,5,4,5,#N/A
6175,II,POTENTIAL,0,1.19,4.55,#N/A,#N/A,#N/A,6.67,4.33,6.67,#N/A
6176,III,POTENTIAL,0,0.57,3.85,#N/A,#N/A,#N/A,6.67,7,6.67,#N/A
6177,V,POTENTIAL,0,1.27,3.18,#N/A,#N/A,#N/A,5.33,5,6.33,#N/A
6178,IV,POTENTIAL,0,1.03,3.95,0,0,4,6,5.33,6.33,#N/A
6179,VI,POTENTIAL,0,1.01,3.25,0,0,3,5,5.67,6,#N/A
6180,III,POTENTIAL,0,1.31,3.98,0,19,36,6.67,7,7,#N/A
6181,III,POTENTIAL,0,0.21,2.78,0,0,44,6,5,6,#N/A
6182,VI,POTENTIAL,0,0.33,2.55,1,2,41,5.33,6.33,6,#N/A
6183,III,POTENTIAL,0,1.56,4.17,0,0,46,6,5,6,#N/A
6184,VI,POTENTIAL,0,0.13,2.69,0,0,55,6,6,6,#N/A
6185,IV,POTENTIAL,0,1.1,3.68,0,13,28,7,7,6.67,#N/A
6186,IV,POTENTIAL,0,1.58,3.49,0,0,51,6.33,5,5,#N/A
6187,IV,POTENTIAL,0,1.21,3.48,0,4,60,5,4.33,5.33,#N/A
6188,VI,POTENTIAL,0,0.59,3.4,0,0,29,5,5,6,#N/A
6189,III,POTENTIAL,0,0.84,2.92,0,1,43,6,6,6,#N/A
6190,VI,POTENTIAL,0,0.27,3.27,0,7,56,6.67,7,7,#N/A
6191,II,POTENTIAL,0,1.29,4.38,0,5,12,7,7,7,#N/A
6192,V,POTENTIAL,0,0.52,3.18,0,53,3,6.67,5,6.67,#N/A
6193,VI,POTENTIAL,0,1.46,4.2,2,10,155,5.33,5.67,6,#N/A
6194,VI,POTENTIAL,0,0.85,3.76,0,2,197,5.33,5,5.67,#N/A
6195,II,POTENTIAL,0,1.14,4.05,#N/A,#N/A,#N/A,5.33,5,5.67,#N/A
6196,VI,POTENTIAL,0,1.41,4.17,0,3,199,6.33,6,6.67,#N/A
6197,VII,POTENTIAL,0,1.08,3.4,#N/A,#N/A,#N/A,6,6.67,6.33,#N/A
6198,VII,POTENTIAL,0,1.22,3.56,#N/A,#N/A,#N/A,5,4,5,#N/A
6199,V,POTENTIAL,0,-0.34,2.61,#N/A,#N/A,#N/A,6.33,7,7,#N/A
6200,III,POTENTIAL,0,0.31,3.41,2,2,32,7,7,7,#N/A
6201,IV,POTENTIAL,0,0.37,2.93,#N/A,#N/A,#N/A,6,6,6,#N/A
6202,IV,POTENTIAL,0,1.6,4.27,0,0,2,7,7,7,#N/A
6203,IV,POTENTIAL,0,1.11,4.5,#N/A,#N/A,#N/A,7,7,7,#N/A
6204,III,POTENTIAL,0,1.49,3.82,1,3,1,4.67,4,5,#N/A
6205,IV,VERY HIGH POTENTIAL,0,1.71,3.72,#N/A,#N/A,#N/A,6,6,6,#N/A
6206,,POTENTIAL,0,1.15,3.17,#N/A,#N/A,#N/A,7,5.33,6.33,#N/A
6207,VI,POTENTIAL,0,1.64,3.88,0,0,119,6,6,6,#N/A
6208,VI,POTENTIAL,0,1.66,3.76,0,2,155,6.33,7,7,#N/A
6209,VI,POTENTIAL,0,1.2,3.79,0,1,157,5.33,5.67,6,#N/A
6210,VI,POTENTIAL,0,1.24,4.37,0,0,79,6.67,7,7,#N/A
6211,VII,POTENTIAL,0,0.99,3.27,0,1,80,7,7,7,#N/A
6212,VII,POTENTIAL,0,1.98,3.81,0,1,9,6,6,6,#N/A
6213,VII,POTENTIAL,0,0.98,3.16,0,0,110,5,5.33,5,#N/A
6214,V,POTENTIAL,0,1.95,3.45,0,0,102,6.67,6.67,7,#N/A
6215,IV,POTENTIAL,B1,0.85,3.77,0,0,2,7,4.33,7,96.02
6216,IV,POTENTIAL,B3,1.19,3.96,0,7,183,5,5,5,96.65
6217,III,POTENTIAL,B2,0.71,3.66,0,1,1,6.33,6,7,102.9
6218,IV,POTENTIAL,B1,1.26,4.06,0,0,144,3,6.67,6,103.34
6219,IV,POTENTIAL,C,0.83,3.72,0,0,141,4.33,6,6,101.26
6220,III,POTENTIAL,B2,1.04,4.22,0,0,23,6,7,7,102.43
6221,IV,POTENTIAL,B2,0.77,3.56,0,4,193,5.33,5.33,6.33,97.01
6222,III,POTENTIAL,B2,1.27,4.19,0,2,0,5.33,4,6,101.22
6223,III,POTENTIAL,B1,0.96,3.71,0,181,0,7,7,6.33,103.68
6224,IV,POTENTIAL,B1,0.79,3.37,0,1,7,7,7,7,103.9
6225,IV,POTENTIAL,B3,1.25,4.25,2,0,119,6.67,6.67,7,103.41
6226,V,POTENTIAL,B3,1.23,4.16,0,2,180,3.67,5,5,103.14
6227,III,POTENTIAL,B3,1.11,3.52,0,0,0,6,6,6,99.45
6228,IV,POTENTIAL,B2,1.12,3.83,1,0,223,6,5,6,99.45
6229,III,POTENTIAL,0,1.06,4.37,0,0,180,7,6.33,6.33,#N/A
6230,III,POTENTIAL,B1,1.36,4.56,0,0,26,6,6,6,103.01
6231,IV,POTENTIAL,B1,0.65,3.59,0,0,201,6.33,6.67,7,101.45
6232,IV,POTENTIAL,B2,1.09,3.74,0,2,208,6,7,6.67,99.45
6233,III,HIGH POTENTIAL,B2,0.74,3.52,1,0,174,6,6,6.67,100.87
6234,IV,POTENTIAL,B2,1.06,4.17,0,1,191,7,7,7,99.45
6235,II,POTENTIAL,0,1.41,4.54,#N/A,#N/A,#N/A,7,5,7,#N/A
6236,III,VERY HIGH POTENTIAL,C,1.32,4.61,0,0,1,6.33,5,7,97.69
6237,III,POTENTIAL,0,1.06,3.71,0,2,0,6,4.67,5.67,#N/A
6238,IV,POTENTIAL,B2,1.31,4.03,0,1,207,6.67,6,7,96.37
6239,I,VERY HIGH POTENTIAL,B3,1.15,4.13,0,0,70,6,6,6,94.06
6240,III,VERY HIGH POTENTIAL,B3,1.17,4.11,2,0,6,5,5,5,103.1
6241,II,HIGH POTENTIAL,B2,1,3.71,0,2,4,5.33,5,5.67,106.76
6242,II,POTENTIAL,0,0.53,3.65,0,0,2,5.67,3,6.33,#N/A
6243,IV,POTENTIAL,B2,1.35,4.13,0,0,211,7,7,7,96.35
6244,III,POTENTIAL,B2,1.37,4.15,0,20,178,5,5,5,96.18
6245,III,VERY HIGH POTENTIAL,B1,1.43,4.81,0,147,0,5.67,6,6,100.53
6246,III,POTENTIAL,B1,1.49,4.28,#N/A,#N/A,#N/A,7,7,7,#N/A
6247,III,POTENTIAL,B1,1.29,4.36,0,0,201,7,7,7,96.92
6248,III,POTENTIAL,B1,1.24,3.97,1,5,4,4,5,5.67,99.73
6249,III,HIGH POTENTIAL,B1,1.44,4.65,0,87,1,5,5,5,90.49
6250,II,POTENTIAL,B3,1.03,4.27,0,2,198,6,6,6.33,99.73
6251,III,POTENTIAL,B3,1.37,4.15,1,207,0,5.67,5,5,102.23
6252,III,POTENTIAL,B2,1.26,4.65,0,67,117,6,6,6,103
6253,II,VERY HIGH POTENTIAL,B1,1.38,4.49,0,38,48,5.33,5.33,6,96.03
6254,III,POTENTIAL,0,1.21,4,0,1,26,6,4.67,5.33,#N/A
6255,II,POTENTIAL,B2,0.75,4.04,0,90,14,7,7,7,93.28
6256,II,POTENTIAL,B1,1.11,3.82,1,54,60,6,6,6,99.35
6257,III,POTENTIAL,B1,0.92,3.74,0,0,112,7,7,7,105.86
6258,III,POTENTIAL,B3,1.18,4.01,0,13,44,5,4.67,5,103.08
6259,III,POTENTIAL,B1,1.02,4.46,0,0,2,6.67,6.67,6.67,98.4
6260,IV,POTENTIAL,B2,1,3.8,4,88,0,3.33,3.67,6,103.55
6261,IV,HIGH POTENTIAL,B2,0.87,3.85,0,4,0,6.33,7,6,103.17
6262,II,HIGH POTENTIAL,B2,1.35,4.74,0,9,126,6.67,6,6.67,97.53
6263,II,VERY HIGH POTENTIAL,B2,1.28,4.52,0,0,29,7,7,7,92.85
6264,III,VERY HIGH POTENTIAL,B1,1.07,4.07,178,1,0,5,4,4,90.36
6265,III,POTENTIAL,B2,0.96,3.86,0,188,2,5,5,6,96.02
6266,II,VERY HIGH POTENTIAL,B2,1,4.42,0,0,50,7,5,6.33,103.16
6267,II,HIGH POTENTIAL,B1,1.44,4.53,1,0,132,7,6,7,96
6268,III,POTENTIAL,B3,1.3,4.23,0,2,134,5,5,5,90.36
6269,II,POTENTIAL,0,1.1,4.02,0,1,55,6,6,5.67,#N/A
6270,II,HIGH POTENTIAL,0,0.81,3.73,#N/A,#N/A,#N/A,6.33,5.33,7,#N/A
6271,III,POTENTIAL,B2,1.06,4.23,0,3,122,7,6,6.67,98.53
6272,III,POTENTIAL,B2,1.36,4.61,0,50,136,6.33,5.67,7,100.47
6273,II,POTENTIAL,B1,1.32,4.29,0,145,1,7,7,7,101.23
6274,III,HIGH POTENTIAL,B3,1.34,4.8,0,152,0,5,4.33,5,99.31
6275,III,POTENTIAL,B3,1.37,4.37,0,39,158,7,7,7,107.31
6276,III,VERY HIGH POTENTIAL,B2,1.29,4.32,0,0,166,7,7,7,100.8
6277,III,POTENTIAL,B2,1.18,4.46,1,0,177,6.67,7,7,101.85
6278,IV,POTENTIAL,B2,1.38,4.33,0,0,209,5.67,7,6,97.69
6279,III,HIGH POTENTIAL,B1,1.41,4.54,0,101,2,6.33,7,6,106.36
6280,II,HIGH POTENTIAL,A,1.02,4.33,0,4,6,7,7,7,103.16
6281,II,POTENTIAL,B3,1.48,4.71,0,2,3,7,7,7,99.63
6282,III,POTENTIAL,B1,1.43,4.78,0,1,189,6,6,6,99.63
6283,III,POTENTIAL,B2,1.25,4.32,1,2,210,7,7,7,103.22
6284,II,POTENTIAL,B2,1.12,4.33,0,2,17,5,5,5,103
6285,II,HIGH POTENTIAL,0,1.32,4.73,0,0,43,7,7,7,#N/A
6286,III,HIGH POTENTIAL,B2,1.4,4.59,0,6,23,6,6,6,103.01
6287,III,HIGH POTENTIAL,B2,1.34,4.34,0,70,1,7,4.67,6.67,96.03
6288,I,POTENTIAL,0,1.43,4.36,#N/A,#N/A,#N/A,7,3,7,#N/A
6289,IV,POTENTIAL,B2,0.87,3.93,0,21,191,5,4,5,100.74
6290,II,HIGH POTENTIAL,B1,1.32,4.34,0,2,127,7,7,7,106.41
6291,III,POTENTIAL,B1,1.12,4.23,0,0,159,6.67,7,7,97.85
6292,II,POTENTIAL,B1,1.07,4.88,0,1,149,7,6,7,100.11
6293,III,HIGH POTENTIAL,B3,1.38,4.27,10,1,231,5.33,3.33,5.33,100.15
6294,II,POTENTIAL,B1,1.07,4.28,0,0,44,6.33,6,6,101.25
6295,III,POTENTIAL,B2,1.22,3.16,0,0,76,7,7,7,103.17
6296,III,HIGH POTENTIAL,B1,1.25,4.2,0,0,62,6.33,6.33,7,97.53
6297,III,HIGH POTENTIAL,B3,1.25,3.23,0,0,2,6.67,6.33,7,90.08
6298,II,HIGH POTENTIAL,0,0.47,3.71,0,0,10,7,7,7,97.65
6299,III,POTENTIAL,B3,1.28,4.37,1,1,149,6,6.67,6,103.05
6300,III,POTENTIAL,B1,1.19,4.12,2,1,3,5.67,4.67,5,98.1
6301,III,POTENTIAL,B2,1.31,4.51,0,1,4,5.33,6,6,103.41
6302,III,POTENTIAL,0,1.1,4.4,#N/A,#N/A,#N/A,5,5,5,90.1
6303,III,VERY HIGH POTENTIAL,B1,1.22,4.19,30,8,25,7,7,7,103.39
6304,II,POTENTIAL,B3,1.05,4.68,0,1,4,6,6,6,94.09
6305,II,HIGH POTENTIAL,B1,1.33,4.13,0,78,127,5.33,5,7,108.06
6306,III,POTENTIAL,B1,1.09,4.51,2,0,53,7,7,7,98.63
6307,IV,HIGH POTENTIAL,B3,0.99,4.41,0,2,5,6,4.67,6,97.78
6308,III,POTENTIAL,B3,1.35,4.27,0,2,192,6.67,5,7,102.36
6309,III,POTENTIAL,B1,1.3,4.27,0,0,12,6.33,6.67,7,96.09
6310,I,POTENTIAL,0,0.98,4.15,#N/A,#N/A,#N/A,6.33,4.67,6.67,#N/A
6311,II,POTENTIAL,0,1.08,3.96,0,0,11,6,6,7,#N/A
6312,II,VERY HIGH POTENTIAL,B2,0.98,4.26,0,2,156,6.67,6.33,7,105.41
6313,III,HIGH POTENTIAL,B1,1.59,4.51,2,2,137,7,7,7,101
6314,III,POTENTIAL,B2,1.34,4.7,0,1,203,6,6,6,99.73
6315,III,POTENTIAL,B3,1.38,4.38,0,129,3,5.33,6,6,105.72
6316,II,POTENTIAL,B2,1.05,3.86,0,4,3,6,6.67,7,98.99
6317,IV,POTENTIAL,B3,0.76,3.74,0,3,122,6,5.67,6.67,103.4
6318,III,POTENTIAL,B2,1.41,4.61,0,169,24,5.67,6,6,96.76
6319,III,HIGH POTENTIAL,B3,1.53,4.15,0,0,136,6,6.33,6.67,110.38
6320,IV,POTENTIAL,B1,1.18,3.81,0,0,184,5.67,5.67,6.33,99.08
6321,III,POTENTIAL,B2,1.28,4.02,2,112,48,6.67,6,7,103.1
6322,II,POTENTIAL,0,0.67,2.96,#N/A,#N/A,#N/A,6.67,6,7,#N/A
6323,II,HIGH POTENTIAL,B1,1.34,3.98,0,0,21,6.33,6.67,7,102.24
6324,III,VERY HIGH POTENTIAL,B3,1.31,4.54,0,10,1,6,5,5.33,102.21
6325,III,VERY HIGH POTENTIAL,0,1.22,3.83,0,1,1,5.67,5.67,6,#N/A
6326,III,POTENTIAL,C,1.37,4.34,0,21,8,7,6.33,7,103.1
6327,IV,POTENTIAL,B2,1.36,4.69,0,14,165,5,5,5.67,98.47
6328,III,POTENTIAL,B1,1.36,4.45,0,123,1,6.33,6,6.67,105.81
6329,III,POTENTIAL,0,1.13,3.74,#N/A,#N/A,#N/A,6,6,6,#N/A
6330,IV,POTENTIAL,B2,1.56,4.42,0,115,62,6,6,6.33,99.06
6331,II,VERY HIGH POTENTIAL,B2,1.28,4.31,0,0,6,5.67,5,5.33,102.53
6332,III,HIGH POTENTIAL,B1,1.23,4.49,0,2,0,7,5,6,90.36
6333,III,HIGH POTENTIAL,B1,1.09,3.64,0,4,2,4.67,4,5,103.44
6334,IV,POTENTIAL,B1,1.17,4.18,0,13,164,7,6.33,7,103.02
6335,III,POTENTIAL,B2,0.89,3.82,0,0,29,6.67,6,6.33,#N/A
6336,III,HIGH POTENTIAL,B2,1.34,4.8,0,0,2,5.67,3.67,6.67,103.43
6337,III,POTENTIAL,B3,1.35,4.58,0,146,0,5.67,5,6,103.02
6338,IV,HIGH POTENTIAL,C,0.73,4.22,0,2,154,6,6,7,103.18
6339,III,HIGH POTENTIAL,0,1.23,4.59,#N/A,#N/A,#N/A,5.33,4,6.33,#N/A
6340,III,POTENTIAL,B2,1.37,4.58,0,0,124,6,6,6,97.79
6341,II,POTENTIAL,0,1.28,4.35,4,44,1,7,7,7,#N/A
6342,III,HIGH POTENTIAL,B2,1.26,4.43,0,16,42,6,4.33,6,105.18
6343,I,HIGH POTENTIAL,B2,1.16,4.02,3,39,3,6,6,6,99.73
6344,III,HIGH POTENTIAL,C,1.12,4.17,0,0,112,6,6,6,98.5
6345,III,POTENTIAL,B2,1.02,3.7,0,0,206,6.67,6,7,102.4
6346,III,POTENTIAL,B3,0.74,3.76,0,31,1,6.67,7,6.33,96.4
6347,III,POTENTIAL,B3,1.44,4.42,0,0,175,6.67,7,7,96.26
6348,IV,POTENTIAL,B2,1.22,4.09,0,0,218,7,6.67,6.33,103.06
6349,II,HIGH POTENTIAL,B3,0.94,3.62,0,2,9,6,4.33,6.67,101.13
6350,III,HIGH POTENTIAL,B3,1.16,4.61,0,0,200,6.67,6.67,7,103.42
6351,II,POTENTIAL,C,1.23,4.52,0,5,124,7,6,6.67,92.85
6352,II,VERY HIGH POTENTIAL,0,1.29,4.11,0,0,7,7,7,7,#N/A
6353,III,POTENTIAL,0,0.88,4.42,0,1,81,7,3,7,#N/A
6354,III,VERY HIGH POTENTIAL,B2,1.3,4.3,0,0,123,6.33,7,6.67,103.26
6355,III,POTENTIAL,B3,1.25,4.16,0,3,30,6.67,6,6,100.53
6356,III,POTENTIAL,B3,1.27,4.14,0,35,0,5.33,6,6,99.53
6357,III,POTENTIAL,B2,0.99,4.04,3,206,2,4.67,4.67,5,96.42
6358,III,POTENTIAL,B3,1.07,3.92,0,0,146,6.67,7,7,100.26
6359,III,POTENTIAL,0,1.09,4.04,#N/A,#N/A,#N/A,6.67,5.33,7,#N/A
6360,III,POTENTIAL,B2,0.7,3.24,5,0,157,6.33,6.67,5.67,98.22
6361,III,POTENTIAL,B1,0.77,3.21,0,4,10,6.33,5.67,7,91
6362,III,POTENTIAL,B2,1.29,4.56,1,50,101,5,4.67,5,100.53
6363,III,POTENTIAL,B2,1.24,4.05,0,0,102,6.33,2,5.67,103
6364,III,POTENTIAL,B1,0.8,3.58,0,142,6,6,6.33,6.33,102.39
6365,IV,HIGH POTENTIAL,B2,1.2,4.26,0,55,4,6,6,7,105.68
6366,III,POTENTIAL,B1,1.2,4.28,0,61,37,6.67,4,5.67,99.96
6367,III,POTENTIAL,C,-0.14,2.12,0,44,131,5,4,5,90.94
6368,II,HIGH POTENTIAL,0,1.07,4.51,#N/A,#N/A,#N/A,6,6,6,#N/A
6369,III,HIGH POTENTIAL,B3,0.76,3.49,0,11,10,5,5,5.67,96.04
6370,III,POTENTIAL,B1,0.66,3.41,0,10,7,6,5.33,6,98.05
6371,II,HIGH POTENTIAL,B1,1.31,4.57,0,0,199,6.67,6,7,99.73
6372,II,HIGH POTENTIAL,B1,0.94,4.2,0,0,193,6,4.33,6,105.27
6373,III,POTENTIAL,B1,1.32,4.27,0,5,8,5,5,6,98.1
6374,II,VERY HIGH POTENTIAL,B3,1.48,4.41,0,2,28,7,6,7,#N/A
6375,II,VERY HIGH POTENTIAL,0,1.3,4.38,0,1,0,7,6.33,6.67,#N/A
6376,III,POTENTIAL,B2,1.03,3.51,0,171,1,6.67,6,6,99.5
6377,III,HIGH POTENTIAL,B1,0.96,4.08,2,2,110,6.33,3.67,6.33,96.3
6378,III,POTENTIAL,B2,1.16,4.28,0,2,2,6,5.33,5,98.71
6379,IV,POTENTIAL,B2,1.4,4.55,125,9,6,5.67,5,6,96.76
6380,III,HIGH POTENTIAL,B3,0.99,3.96,0,0,5,6.67,6.67,6,105.39
6381,III,VERY HIGH POTENTIAL,B2,1.07,4.14,0,54,1,7,4,6.33,103.01
6382,III,HIGH POTENTIAL,B1,0.76,4.35,0,103,1,7,7,7,101.06
6383,II,HIGH POTENTIAL,0,0.7,3.71,#N/A,#N/A,#N/A,4.67,4,6,#N/A
6384,III,VERY HIGH POTENTIAL,B2,1.2,4.37,0,0,196,6.33,5,7,90.01
6385,III,HIGH POTENTIAL,B2,1.52,4.24,#N/A,#N/A,#N/A,6,5,7,92.32
6386,II,VERY HIGH POTENTIAL,B2,1.22,4.52,0,0,188,7,7,7,103.3
6387,II,POTENTIAL,0,0.59,3.68,0,5,12,6,3.33,5.33,98.14
6388,II,POTENTIAL,B1,1.36,4.39,0,207,0,6,6,6,106.14
6389,IV,HIGH POTENTIAL,B3,1.11,3.43,0,9,188,5.33,5.33,5,98.15
6390,III,VERY HIGH POTENTIAL,B1,1.43,4.39,0,9,13,6,5.67,5.67,96.01
6391,III,HIGH POTENTIAL,B3,0.64,3.55,3,2,131,6,5.67,5,103.1
6392,IV,POTENTIAL,B1,1.1,4.22,0,0,20,6,4.67,5.67,101.91
6393,III,POTENTIAL,B2,1.36,4.11,0,3,3,6,6,6,103.01
6394,III,POTENTIAL,B3,0.41,3.02,115,103,2,7,7,7,#N/A
6395,III,HIGH POTENTIAL,B2,1.19,4.05,0,158,0,6,6,6,102.4
